timestamp,Above $100000
2025-12-16T23:52:00Z,15.00
2025-12-16T23:53:00Z,15.00
2025-12-16T23:57:00Z,15.00
2025-12-16T23:58:00Z,14.00
2025-12-17T00:01:00Z,14.99
2025-12-17T00:02:00Z,15.00
2025-12-17T00:04:00Z,15.00
2025-12-17T00:05:00Z,15.00
2025-12-17T00:06:00Z,14.00
2025-12-17T00:11:00Z,15.00
2025-12-17T00:12:00Z,15.00
2025-12-17T00:14:00Z,13.48
2025-12-17T00:15:00Z,13.93
2025-12-17T00:16:00Z,14.00
2025-12-17T00:19:00Z,13.95
2025-12-17T00:20:00Z,15.00
2025-12-17T00:22:00Z,14.00
2025-12-17T00:23:00Z,14.00
2025-12-17T00:26:00Z,15.00
2025-12-17T00:27:00Z,14.79
2025-12-17T00:31:00Z,14.00
2025-12-17T00:32:00Z,14.00
2025-12-17T00:33:00Z,14.00
2025-12-17T00:38:00Z,14.45
2025-12-17T00:40:00Z,13.20
2025-12-17T00:41:00Z,13.00
2025-12-17T00:42:00Z,14.00
2025-12-17T00:45:00Z,13.00
2025-12-17T00:49:00Z,14.17
2025-12-17T00:50:00Z,15.00
2025-12-17T00:52:00Z,15.00
2025-12-17T00:53:00Z,14.94
2025-12-17T00:55:00Z,15.00
2025-12-17T00:56:00Z,15.00
2025-12-17T00:58:00Z,15.00
2025-12-17T01:00:00Z,15.00
2025-12-17T01:03:00Z,14.84
2025-12-17T01:05:00Z,14.00
2025-12-17T01:09:00Z,14.00
2025-12-17T01:10:00Z,13.93
2025-12-17T01:11:00Z,14.00
2025-12-17T01:13:00Z,14.00
2025-12-17T01:19:00Z,14.69
2025-12-17T01:24:00Z,14.00
2025-12-17T01:25:00Z,15.00
2025-12-17T01:28:00Z,15.00
2025-12-17T01:30:00Z,15.00
2025-12-17T01:34:00Z,15.00
2025-12-17T01:35:00Z,15.00
2025-12-17T01:36:00Z,15.00
2025-12-17T01:37:00Z,14.00
2025-12-17T01:38:00Z,15.00
2025-12-17T01:42:00Z,14.49
2025-12-17T01:43:00Z,15.00
2025-12-17T01:46:00Z,15.00
2025-12-17T01:56:00Z,14.35
2025-12-17T01:58:00Z,15.00
2025-12-17T02:02:00Z,13.49
2025-12-17T02:07:00Z,14.49
2025-12-17T02:16:00Z,13.08
2025-12-17T02:18:00Z,13.00
2025-12-17T02:19:00Z,13.00
2025-12-17T02:20:00Z,13.00
2025-12-17T02:21:00Z,14.00
2025-12-17T02:22:00Z,14.81
2025-12-17T02:25:00Z,14.95
2025-12-17T02:28:00Z,15.00
2025-12-17T02:32:00Z,15.00
2025-12-17T02:36:00Z,14.00
2025-12-17T02:37:00Z,14.99
2025-12-17T02:39:00Z,14.00
2025-12-17T02:43:00Z,14.15
2025-12-17T02:44:00Z,14.06
2025-12-17T02:47:00Z,15.00
2025-12-17T02:49:00Z,15.00
2025-12-17T02:51:00Z,15.00
2025-12-17T02:53:00Z,15.00
2025-12-17T02:58:00Z,15.00
2025-12-17T02:59:00Z,14.00
2025-12-17T03:02:00Z,14.00
2025-12-17T03:04:00Z,13.93
2025-12-17T03:05:00Z,14.00
2025-12-17T03:07:00Z,13.75
2025-12-17T03:08:00Z,13.98
2025-12-17T03:09:00Z,14.00
